                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    474,                0.71466,                0.55857,                 1.0678,                0.70476,                0.43333,                0.54554,                0.28784,                 2.3125,                 1.8474,                 2.3503,             0.00088804,             0.00088804,             0.00088804
                    475,                0.73103,                0.55845,                 1.0629,                0.70943,                0.43333,                0.53264,                0.30126,                 2.3963,                 2.0786,                 2.4621,             0.00088639,             0.00088639,             0.00088639
                    476,                0.71662,                0.56611,                 1.0801,                0.54847,                0.43333,                0.48664,                  0.243,                 2.3161,                 2.4322,                 2.4138,             0.00088474,             0.00088474,             0.00088474
                    477,                0.75349,                0.58645,                 1.0905,                0.60504,                0.42011,                0.45408,                 0.2269,                  2.276,                 2.2565,                 2.5252,             0.00088309,             0.00088309,             0.00088309
                    478,                0.74045,                0.57111,                  1.077,                0.43575,                0.43333,                0.47095,                0.24284,                 2.3846,                 2.3032,                  2.614,             0.00088144,             0.00088144,             0.00088144
                    479,                0.75315,                0.57647,                 1.1007,                0.76989,                0.34444,                0.49627,                0.25494,                 2.4777,                 2.4175,                 2.6082,             0.00087979,             0.00087979,             0.00087979
                    480,                  0.749,                0.56291,                  1.071,                0.66879,                0.34444,                0.47989,                0.24451,                 2.5228,                 2.5322,                 2.4894,             0.00087814,             0.00087814,             0.00087814
                    481,                0.75881,                0.58797,                 1.0931,                0.55921,                    0.4,                0.49453,                0.26692,                 2.3843,                 2.2442,                 2.3713,             0.00087649,             0.00087649,             0.00087649
                    482,                0.70784,                0.55838,                 1.0741,                0.44445,                 0.5195,                0.44006,                0.25295,                  2.235,                 2.4466,                  2.258,             0.00087484,             0.00087484,             0.00087484
                    483,                0.76087,                0.59836,                 1.1137,                  0.573,                0.37007,                0.43473,                0.21808,                 2.2978,                 2.4039,                  2.218,             0.00087319,             0.00087319,             0.00087319
                    484,                0.76458,                0.61318,                 1.1148,                0.52193,                0.43333,                0.48715,                0.23067,                 2.3783,                 2.2125,                 2.3515,             0.00087154,             0.00087154,             0.00087154
                    485,                0.73247,                0.55872,                 1.0987,                0.36137,                0.54494,                 0.4846,                 0.2683,                  2.387,                 2.2564,                 2.3669,             0.00086989,             0.00086989,             0.00086989
                    486,                0.69693,                0.53695,                 1.0518,                0.41189,                0.50912,                 0.4826,                0.24402,                 2.3537,                 2.2732,                 2.3048,             0.00086824,             0.00086824,             0.00086824
                    487,                0.75418,                0.56925,                 1.0774,                0.45395,                0.51111,                0.49501,                0.24674,                 2.3854,                 2.5231,                 2.3032,             0.00086659,             0.00086659,             0.00086659
                    488,                0.71571,                  0.562,                 1.0816,                0.56178,                    0.4,                0.50458,                0.26114,                 2.3135,                 2.4645,                 2.2933,             0.00086494,             0.00086494,             0.00086494
                    489,                0.73817,                 0.5815,                 1.1011,                0.43958,                0.39447,                0.45887,                0.21444,                 2.3046,                 2.5242,                 2.3278,             0.00086329,             0.00086329,             0.00086329
                    490,                0.69555,                0.56196,                 1.0613,                0.51426,                    0.4,                0.44653,                0.20704,                 2.4567,                 2.5609,                 2.4729,             0.00086164,             0.00086164,             0.00086164
                    491,                 0.7446,                0.58214,                 1.1004,                0.58584,                0.43333,                0.44668,                0.19022,                 2.4377,                 2.5827,                 2.4359,             0.00085999,             0.00085999,             0.00085999
                    492,                 0.6992,                0.53242,                 1.0405,                0.44029,                0.57778,                0.41128,                0.20129,                 2.3275,                 2.2762,                 2.4051,             0.00085834,             0.00085834,             0.00085834
                    493,                 0.6856,                0.52971,                 1.0469,                0.40446,                0.52222,                0.42619,                0.18333,                 2.2446,                 2.2777,                 2.3254,             0.00085669,             0.00085669,             0.00085669
                    494,                0.69092,                0.55541,                 1.0671,                0.40257,                0.55556,                0.44486,                0.21807,                  2.155,                 2.0605,                 2.3316,             0.00085504,             0.00085504,             0.00085504
                    495,                0.75178,                0.62047,                 1.1021,                0.41395,                0.58321,                 0.4983,                0.23563,                 2.1725,                 1.9562,                 2.3164,             0.00085339,             0.00085339,             0.00085339
                    496,                0.73101,                0.58178,                 1.0895,                0.38003,                0.59716,                0.48977,                0.23992,                 2.1913,                 2.0622,                 2.2609,             0.00085174,             0.00085174,             0.00085174
                    497,                0.69244,                0.54267,                  1.085,                0.58926,                0.37117,                 0.4732,                 0.2202,                 2.1735,                 2.0588,                 2.2862,             0.00085009,             0.00085009,             0.00085009
                    498,                0.72136,                0.56222,                 1.0929,                0.64362,                0.37778,                0.46788,                0.19555,                 2.3051,                 2.3174,                 2.3766,             0.00084844,             0.00084844,             0.00084844
                    499,                0.68158,                0.54031,                 1.0669,                 0.4955,                0.48889,                0.44024,                0.19533,                 2.3902,                 2.3214,                 2.5214,             0.00084679,             0.00084679,             0.00084679
                    500,                0.69873,                0.56657,                 1.0727,                0.55605,                0.48889,                0.45105,                0.20317,                 2.3674,                 2.2892,                 2.5229,             0.00084514,             0.00084514,             0.00084514
                    501,                0.74027,                0.56229,                 1.0734,                0.61171,                0.36405,                0.44194,                0.20427,                 2.4131,                 2.0953,                 2.7264,             0.00084349,             0.00084349,             0.00084349
                    502,                0.72093,                0.56401,                   1.07,                0.42293,                    0.5,                0.50207,                0.22385,                 2.2993,                 2.0161,                 2.5374,             0.00084184,             0.00084184,             0.00084184
                    503,                0.75635,                0.59391,                 1.0918,                0.39187,                0.49636,                0.49743,                0.22146,                 2.2899,                 1.9922,                 2.4928,             0.00084018,             0.00084018,             0.00084018
                    504,                0.71705,                0.55274,                 1.0739,                0.50682,                0.54719,                0.49467,                0.22609,                 2.3419,                  2.263,                 2.3889,             0.00083853,             0.00083853,             0.00083853
                    505,                0.71488,                0.55544,                 1.0846,                0.47161,                0.48889,                 0.4639,                0.19557,                 2.3599,                  2.257,                  2.316,             0.00083688,             0.00083688,             0.00083688
                    506,                0.71299,                0.58229,                  1.084,                0.46361,                0.57778,                0.48729,                0.21189,                  2.277,                  2.161,                 2.2412,             0.00083523,             0.00083523,             0.00083523
                    507,                 0.7227,                0.56512,                 1.0848,                0.39775,                0.61111,                0.46192,                0.20862,                 2.2014,                 2.1127,                 2.1544,             0.00083358,             0.00083358,             0.00083358
                    508,                0.68058,                0.51933,                 1.0393,                 0.4827,                0.56938,                0.46667,                0.23672,                 2.2237,                 2.1836,                 2.1732,             0.00083193,             0.00083193,             0.00083193
                    509,                 0.7045,                0.54341,                 1.0786,                0.54493,                0.51218,                0.52585,                0.24248,                 2.3641,                 2.2662,                 2.2973,             0.00083028,             0.00083028,             0.00083028
                    510,                0.70533,                  0.545,                 1.0661,                0.36493,                0.51111,                0.39191,                0.18127,                 2.5026,                 2.5783,                 2.5369,             0.00082863,             0.00082863,             0.00082863
                    511,                0.74477,                0.56111,                 1.0846,                0.46082,                0.32222,                0.30338,                0.16228,                 2.5643,                 2.8637,                 2.6367,             0.00082698,             0.00082698,             0.00082698
                    512,                0.67878,                0.54175,                 1.0438,                0.38031,                0.47778,                 0.3408,                0.17545,                 2.4709,                 2.4956,                 2.4176,             0.00082533,             0.00082533,             0.00082533
                    513,                0.74138,                0.57633,                 1.1188,                 0.4984,                0.44444,                0.40988,                0.17732,                  2.503,                 2.4448,                  2.492,             0.00082368,             0.00082368,             0.00082368
                    514,                0.72675,                0.55698,                 1.0979,                0.48321,                0.44444,                0.45552,                0.20178,                 2.5008,                 2.5357,                 2.4559,             0.00082203,             0.00082203,             0.00082203
                    515,                0.69572,                0.53234,                 1.0701,                0.70795,                0.32222,                0.44748,                0.21108,                 2.4578,                 2.5121,                 2.4105,             0.00082038,             0.00082038,             0.00082038
                    516,                0.71401,                0.55263,                 1.0751,                0.82329,                0.32222,                0.44435,                0.19722,                 2.3948,                 2.4928,                 2.4095,             0.00081873,             0.00081873,             0.00081873
                    517,                0.71055,                0.56842,                 1.0898,                0.70352,                0.37778,                0.46348,                0.20617,                 2.3453,                 2.2651,                 2.3508,             0.00081708,             0.00081708,             0.00081708
                    518,                0.67847,                0.53392,                 1.0497,                 0.6767,                0.37778,                0.46909,                 0.1952,                  2.408,                 2.2894,                 2.4229,             0.00081543,             0.00081543,             0.00081543
                    519,                0.72716,                0.57738,                 1.0897,                0.59339,                0.37778,                 0.4651,                0.20502,                 2.3378,                  2.215,                 2.4431,             0.00081378,             0.00081378,             0.00081378
                    520,                0.67012,                0.52262,                 1.0415,                0.58375,                0.41577,                0.49133,                0.21036,                 2.3678,                 2.0687,                 2.5046,             0.00081213,             0.00081213,             0.00081213
                    521,                0.72416,                0.59217,                 1.0938,                0.55301,                0.43333,                0.49204,                0.21625,                 2.2961,                 2.1555,                 2.4064,             0.00081048,             0.00081048,             0.00081048
                    522,                0.70444,                0.55704,                 1.0754,                0.57961,                0.43333,                0.47298,                0.20779,                 2.2338,                 2.2506,                 2.2978,             0.00080883,             0.00080883,             0.00080883
                    523,                0.68594,                0.57242,                 1.0582,                0.62774,                0.43333,                0.45338,                0.19984,                 2.2116,                 2.2379,                  2.332,             0.00080718,             0.00080718,             0.00080718
                    524,                0.72826,                0.56216,                 1.0768,                0.56608,                0.43333,                0.43648,                0.20775,                 2.3019,                 2.4683,                 2.4784,             0.00080553,             0.00080553,             0.00080553
                    525,                0.71102,                0.58479,                 1.0788,                0.58751,                 0.4165,                0.43722,                0.20866,                 2.3485,                 2.4361,                 2.4366,             0.00080388,             0.00080388,             0.00080388
                    526,                0.68113,                0.51303,                 1.0563,                 0.5924,                0.43333,                0.48058,                0.22688,                 2.3272,                 2.3858,                 2.3973,             0.00080223,             0.00080223,             0.00080223
                    527,                0.66424,                0.52213,                  1.028,                0.70971,                0.41893,                0.52489,                0.29386,                 2.3292,                 2.2717,                 2.4376,             0.00080058,             0.00080058,             0.00080058
                    528,                0.70944,                0.54452,                 1.0812,                 0.7601,                0.37778,                0.53916,                0.29974,                  2.247,                  2.139,                 2.3597,             0.00079893,             0.00079893,             0.00079893
                    529,                 0.7238,                0.55412,                 1.0676,                0.57633,                0.51181,                0.56532,                0.30065,                 2.2489,                 2.1088,                 2.3494,             0.00079728,             0.00079728,             0.00079728
                    530,                0.70846,                 0.5329,                  1.082,                0.47826,                0.46938,                0.47209,                0.26007,                  2.334,                 2.4059,                 2.4004,             0.00079563,             0.00079563,             0.00079563
                    531,                0.73727,                0.54409,                 1.1001,                0.47303,                0.48889,                0.45354,                0.20201,                 2.3551,                 2.5749,                 2.3882,             0.00079398,             0.00079398,             0.00079398
                    532,                0.73027,                0.59012,                 1.0775,                0.58901,                0.37778,                0.42469,                 0.1958,                 2.3513,                 2.6773,                 2.3747,             0.00079233,             0.00079233,             0.00079233
                    533,                0.69281,                0.54183,                  1.064,                0.45081,                0.46176,                 0.4125,                0.17218,                 2.3409,                 2.7733,                 2.3982,             0.00079067,             0.00079067,             0.00079067
                    534,                0.69572,                0.53819,                 1.0566,                0.45834,                0.41111,                0.42537,                0.16712,                 2.3152,                 2.6555,                 2.4134,             0.00078902,             0.00078902,             0.00078902
                    535,                0.69164,                0.55013,                 1.0897,                 0.5335,                0.37778,                0.38031,                 0.1722,                 2.3819,                 2.8156,                  2.501,             0.00078737,             0.00078737,             0.00078737
                    536,                0.68337,                0.54836,                 1.0748,                0.67902,                0.32222,                0.40524,                0.17788,                 2.4683,                 2.6036,                 2.5204,             0.00078572,             0.00078572,             0.00078572
                    537,                0.69482,                0.54637,                 1.0551,                0.51978,                0.37778,                0.40042,                0.17128,                 2.3583,                 2.6225,                 2.3567,             0.00078407,             0.00078407,             0.00078407
                    538,                0.72043,                0.53691,                 1.0709,                0.60627,                0.37778,                 0.4559,                0.21054,                  2.129,                 2.4164,                 2.1112,             0.00078242,             0.00078242,             0.00078242
                    539,                0.71608,                0.54795,                 1.0705,                0.49463,                0.46667,                0.46109,                0.21168,                 2.2172,                  2.548,                 2.0807,             0.00078077,             0.00078077,             0.00078077
                    540,                0.72323,                0.55668,                 1.0824,                0.38743,                0.52222,                0.45483,                0.18585,                  2.367,                 2.5775,                 2.2669,             0.00077912,             0.00077912,             0.00077912
                    541,                0.67529,                0.51792,                 1.0401,                0.34104,                    0.5,                0.41871,                0.18601,                 2.2845,                 2.6199,                 2.2588,             0.00077747,             0.00077747,             0.00077747
                    542,                0.66296,                0.51386,                 1.0538,                0.44183,                0.57399,                0.49925,                0.23338,                  2.294,                 2.4109,                  2.365,             0.00077582,             0.00077582,             0.00077582
                    543,                0.68128,                0.53509,                 1.0603,                0.67961,                0.53307,                 0.5451,                0.25914,                  2.258,                 2.3121,                 2.3571,             0.00077417,             0.00077417,             0.00077417
                    544,                0.67927,                0.53072,                   1.04,                0.67753,                0.54476,                0.59893,                0.25328,                 2.2937,                 2.3213,                 2.2691,             0.00077252,             0.00077252,             0.00077252
                    545,                0.67241,                0.52073,                 1.0442,                0.66363,                0.54842,                0.63661,                0.27882,                  2.281,                  2.226,                 2.2062,             0.00077087,             0.00077087,             0.00077087
                    546,                0.63724,                0.49033,                 1.0214,                0.49755,                 0.6232,                0.60625,                0.26563,                 2.2941,                 2.1632,                 2.2208,             0.00076922,             0.00076922,             0.00076922
                    547,                0.63167,                0.49482,                 1.0236,                0.78268,                0.45424,                0.53811,                0.20977,                 2.3468,                 2.0772,                 2.3822,             0.00076757,             0.00076757,             0.00076757
                    548,                0.64875,                0.53003,                 1.0305,                0.57382,                0.41111,                0.42685,                0.19848,                 2.1668,                  2.378,                 2.2769,             0.00076592,             0.00076592,             0.00076592
                    549,                0.65911,                0.51048,                  1.041,                0.39092,                0.47778,                0.45217,                0.20799,                 2.2017,                 2.8078,                 2.3317,             0.00076427,             0.00076427,             0.00076427
                    550,                0.65186,                0.50372,                 1.0508,                 0.5873,                0.32222,                0.38785,                0.16631,                 2.4554,                  3.376,                 2.6058,             0.00076262,             0.00076262,             0.00076262
                    551,                0.67876,                0.51998,                 1.0504,                 0.4836,                0.32222,                0.41652,                0.18152,                 2.4167,                 3.1199,                 2.5173,             0.00076097,             0.00076097,             0.00076097
                    552,                0.66245,                0.53432,                 1.0454,                 0.4729,                0.48093,                0.45016,                0.24383,                 2.2995,                 2.7059,                 2.3407,             0.00075932,             0.00075932,             0.00075932
                    553,                0.65424,                0.50703,                 1.0368,                0.51305,                0.49737,                0.48515,                0.23708,                 2.3929,                 2.5451,                 2.4571,             0.00075767,             0.00075767,             0.00075767
                    554,                0.67954,                0.52471,                 1.0515,                0.48674,                0.58889,                 0.4988,                0.23324,                 2.4156,                 2.2566,                 2.5221,             0.00075602,             0.00075602,             0.00075602
                    555,                0.64163,                 0.4848,                 1.0349,                0.43513,                0.53761,                0.48241,                0.24431,                 2.3361,                 2.3131,                 2.4188,             0.00075437,             0.00075437,             0.00075437
                    556,                0.63065,                0.49897,                  1.021,                0.50886,                0.47778,                0.47305,                0.21153,                 2.2344,                 2.4287,                 2.3764,             0.00075272,             0.00075272,             0.00075272
                    557,                 0.6902,                0.54946,                 1.0741,                0.73125,                0.34444,                0.47644,                0.22391,                 2.2439,                 2.5856,                 2.4525,             0.00075107,             0.00075107,             0.00075107
                    558,                0.62327,                0.50404,                 1.0291,                0.70669,                0.34444,                0.41976,                0.17639,                 2.2686,                 2.6957,                 2.4602,             0.00074942,             0.00074942,             0.00074942
                    559,                0.65942,                0.54684,                 1.0472,                 0.6742,                0.34444,                0.43965,                0.18989,                 2.1937,                  2.801,                 2.2957,             0.00074777,             0.00074777,             0.00074777
                    560,                0.64884,                0.52703,                 1.0441,                0.43895,                0.48889,                0.48219,                0.20822,                 2.0924,                  2.587,                 2.1892,             0.00074612,             0.00074612,             0.00074612
                    561,                  0.615,                0.49711,                 1.0372,                0.55289,                0.45556,                0.53252,                 0.2093,                 2.2554,                 2.4642,                 2.3007,             0.00074447,             0.00074447,             0.00074447
                    562,                0.67377,                0.54121,                 1.0676,                0.58685,                0.42826,                0.47014,                0.19068,                 2.2645,                 2.4628,                 2.3565,             0.00074282,             0.00074282,             0.00074282
                    563,                0.68028,                 0.5239,                 1.0524,                0.52885,                0.43333,                0.45889,                0.19038,                 2.2759,                 2.6945,                 2.4085,             0.00074116,             0.00074116,             0.00074116
                    564,                0.61019,                0.50059,                 1.0214,                0.41824,                0.48824,                0.41269,                 0.1932,                 2.2607,                 2.7034,                 2.4085,             0.00073951,             0.00073951,             0.00073951
                    565,                0.64649,                0.52656,                 1.0384,                0.56932,                0.37778,                 0.4451,                0.22436,                 2.2968,                 2.5892,                 2.4445,             0.00073786,             0.00073786,             0.00073786
                    566,                0.63233,                0.50185,                 1.0288,                0.50199,                0.46667,                0.43627,                0.21742,                 2.4069,                 2.6492,                 2.5075,             0.00073621,             0.00073621,             0.00073621
                    567,                0.64134,                0.54324,                 1.0606,                0.54508,                0.46667,                0.42022,                0.21204,                 2.3877,                 2.6823,                 2.4924,             0.00073456,             0.00073456,             0.00073456
                    568,                0.64479,                0.52053,                 1.0387,                0.63309,                0.45987,                0.45143,                0.24426,                 2.3534,                 2.6385,                 2.4665,             0.00073291,             0.00073291,             0.00073291
                    569,                0.65025,                0.51349,                 1.0455,                0.53651,                0.45552,                0.49421,                0.25001,                 2.2738,                 2.4234,                 2.3513,             0.00073126,             0.00073126,             0.00073126
                    570,                 0.6574,                0.51692,                 1.0251,                 0.3891,                0.54364,                0.50523,                0.24764,                 2.2254,                 2.4979,                 2.3123,             0.00072961,             0.00072961,             0.00072961
                    571,                0.66113,                0.49893,                 1.0392,                0.41404,                0.54147,                0.52283,                0.27716,                 2.2912,                 2.5425,                 2.4365,             0.00072796,             0.00072796,             0.00072796
                    572,                0.68242,                0.55997,                 1.0714,                0.58115,                0.43333,                0.48494,                0.21321,                 2.3233,                 2.5782,                 2.4853,             0.00072631,             0.00072631,             0.00072631
                    573,                  0.675,                0.52074,                 1.0311,                0.43956,                0.46667,                0.44301,                0.18639,                 2.3398,                 2.4016,                 2.4793,             0.00072466,             0.00072466,             0.00072466
                    574,                0.65633,                0.50145,                 1.0213,                0.53005,                0.54444,                 0.5363,                0.21348,                 2.3545,                 2.5571,                 2.4406,             0.00072301,             0.00072301,             0.00072301
                    575,                0.68511,                0.51341,                 1.0365,                0.46315,                0.55556,                0.45993,                0.21735,                 2.4178,                 2.7005,                 2.6028,             0.00072136,             0.00072136,             0.00072136
                    576,                0.65014,                0.51585,                 1.0496,                0.38338,                0.52222,                0.41886,                0.19354,                 2.4114,                 2.6714,                 2.5225,             0.00071971,             0.00071971,             0.00071971
                    577,                0.68831,                0.54165,                 1.0707,                0.45632,                0.36914,                0.37336,                 0.1861,                 2.2477,                 2.6159,                 2.3207,             0.00071806,             0.00071806,             0.00071806
                    578,                0.67122,                0.51255,                 1.0474,                0.42037,                0.37778,                0.34396,                0.16784,                 2.3071,                 2.7867,                 2.4091,             0.00071641,             0.00071641,             0.00071641
                    579,                0.65693,                0.52203,                 1.0462,                0.44771,                0.37778,                0.31653,                0.14522,                 2.2593,                 2.8783,                 2.3292,             0.00071476,             0.00071476,             0.00071476
                    580,                0.67858,                0.53206,                 1.0447,                0.51268,                0.32222,                0.30676,                0.16088,                 2.2978,                 2.7631,                 2.3398,             0.00071311,             0.00071311,             0.00071311
                    581,                0.62917,                0.52078,                   1.04,                0.44681,                0.36902,                0.31517,                0.13803,                 2.4235,                 2.6925,                 2.4239,             0.00071146,             0.00071146,             0.00071146
                    582,                0.67302,                0.55308,                 1.0621,                0.37225,                0.42781,                0.34639,                0.13141,                 2.5323,                 2.7496,                 2.5793,             0.00070981,             0.00070981,             0.00070981
                    583,                0.67432,                0.51632,                 1.0523,                0.29989,                0.42132,                0.30974,                 0.1191,                 2.5492,                 2.7739,                 2.6252,             0.00070816,             0.00070816,             0.00070816
                    584,                0.61713,                0.47625,                  1.017,                0.37019,                0.33711,                0.29696,                0.13345,                 2.4632,                 2.9875,                 2.4642,             0.00070651,             0.00070651,             0.00070651
                    585,                0.65304,                0.52408,                 1.0577,                0.37638,                    0.4,                0.34851,                0.14837,                 2.4487,                 2.6217,                 2.4837,             0.00070486,             0.00070486,             0.00070486
                    586,                0.62707,                0.47584,                 1.0082,                0.42806,                0.43333,                 0.4087,                0.18866,                 2.5696,                 2.2326,                 2.6729,             0.00070321,             0.00070321,             0.00070321
                    587,                0.62945,                0.49216,                 1.0362,                0.43008,                0.45314,                0.43354,                0.21518,                 2.5042,                 2.0048,                  2.678,             0.00070156,             0.00070156,             0.00070156
                    588,                0.60959,                 0.4754,                 1.0145,                0.58895,                0.46667,                0.48307,                0.26023,                 2.3632,                 1.9694,                 2.5212,             0.00069991,             0.00069991,             0.00069991
                    589,                0.65395,                0.51184,                 1.0442,                0.49882,                0.59067,                0.51248,                0.25591,                  2.306,                 1.9806,                 2.4035,             0.00069826,             0.00069826,             0.00069826
                    590,                 0.6348,                0.48263,                 1.0304,                 0.6957,                0.35556,                0.45998,                0.22228,                 2.3403,                 2.1801,                 2.3176,             0.00069661,             0.00069661,             0.00069661
                    591,                0.60901,                0.47431,                  1.007,                0.51682,                0.46667,                0.48153,                0.21495,                 2.3407,                 2.2107,                 2.3168,             0.00069496,             0.00069496,             0.00069496
                    592,                0.66256,                0.53395,                  1.054,                0.44061,                0.43333,                0.42415,                 0.1911,                 2.4485,                 2.4167,                 2.4601,             0.00069331,             0.00069331,             0.00069331
                    593,                0.64997,                0.50381,                 1.0116,                 0.4802,                0.37521,                0.38233,                0.17119,                 2.5329,                 2.4656,                 2.5388,             0.00069165,             0.00069165,             0.00069165
                    594,                0.63178,                0.50131,                 1.0378,                0.50819,                0.46667,                0.42442,                0.19137,                 2.5068,                 2.2846,                 2.5059,                0.00069,                0.00069,                0.00069
                    595,                0.64422,                0.51399,                 1.0275,                0.47003,                    0.5,                0.46388,                0.19954,                 2.4706,                 2.3508,                 2.4348,             0.00068835,             0.00068835,             0.00068835
                    596,                0.64357,                0.51099,                  1.033,                0.71331,                0.42905,                0.51109,                0.22359,                 2.4881,                  2.345,                 2.4159,              0.0006867,              0.0006867,              0.0006867
                    597,                0.63465,                0.48417,                 1.0216,                0.71584,                0.37778,                0.50867,                0.23192,                 2.4526,                 2.4469,                 2.3531,             0.00068505,             0.00068505,             0.00068505
                    598,                0.61563,                0.48427,                 1.0215,                0.78032,                0.43333,                0.50662,                0.22628,                 2.3133,                 2.5157,                 2.2327,              0.0006834,              0.0006834,              0.0006834
                    599,                0.62219,                 0.4904,                 1.0177,                0.73849,                0.43333,                0.50779,                0.23514,                 2.2268,                 2.5131,                 2.1875,             0.00068175,             0.00068175,             0.00068175
                    600,                0.60811,                0.48751,                 1.0104,                0.59227,                 0.5457,                0.53317,                0.22142,                 2.3373,                 2.3461,                  2.283,              0.0006801,              0.0006801,              0.0006801
                    601,                0.62555,                0.48371,                 1.0353,                0.68895,                0.46179,                 0.5414,                0.24665,                 2.3181,                 2.2657,                 2.2984,             0.00067845,             0.00067845,             0.00067845
                    602,                0.62414,                0.48115,                 1.0185,                0.67131,                 0.4991,                0.55029,                 0.2696,                 2.2816,                 2.2225,                 2.2362,              0.0006768,              0.0006768,              0.0006768
                    603,                0.58908,                0.47619,                 1.0119,                0.53016,                0.55556,                0.54397,                0.26238,                 2.3076,                  2.199,                 2.2515,             0.00067515,             0.00067515,             0.00067515
                    604,                0.61658,                0.46334,                 1.0024,                 0.7842,                0.39324,                0.48724,                0.22786,                 2.2541,                 2.5313,                  2.215,              0.0006735,              0.0006735,              0.0006735
                    605,                0.62538,                0.48083,                  1.027,                0.58503,                0.46667,                 0.4209,                0.19585,                 2.3632,                 2.8842,                 2.2707,             0.00067185,             0.00067185,             0.00067185
                    606,                0.61965,                0.48605,                 1.0216,                0.58496,                 0.5163,                0.44521,                0.17513,                 2.3372,                  3.002,                 2.2675,              0.0006702,              0.0006702,              0.0006702
                    607,                0.63059,                0.49162,                 1.0295,                0.57633,                 0.4654,                0.43826,                0.18768,                 2.3565,                 3.1076,                 2.3297,             0.00066855,             0.00066855,             0.00066855
